,average,p,otu_id,baseMean,log2FoldChange,pvalue,padj,relative_abund,log2FC_new,rel_abu_new,padj_new
769,0,0.001,d1a3b045f1ce48a863d23c4dbf41ebd2,2.16680457060337,1.73116351237957,4.0822229950565e-05,0.000109342169947038,0.000104462098539098,1.73116351237957,0.000104462098539098,0.001
770,0,0.001,1298466d1458eee29df707873646d7c8,3.23708672569321,2.60447602020638,3.37190123004801e-10,1.88001152374342e-09,0.000104462098539098,2.60447602020638,0.000104462098539098,0.001
771,0,0.001,3fcfbd9be6228e10ca0c8a7c328517d0,1.30732800106635,0.0828386178222678,0.844686046260749,0.858169779899332,0.000104462098539098,0.0828386178222678,0.000104462098539098,1
772,0,0.068,00c644d00da1f4c9fb1f29261d71179f,2.23081296272276,1.41747019893352,0.000432679185514652,0.000950503319351692,8.87927837582329e-05,1.41747019893352,8.87927837582329e-05,0.001
773,0,0.208,14b5be47462eb0e4c74f88be0f4c1676,4.38780581396434,0.671721625446297,0.179810923649231,0.20689979027881,7.31234689773683e-05,0.671721625446297,7.31234689773683e-05,1
774,0,0.001,494060d2e979fb2d6b2da42838fc3a6d,3.69891592221345,2.0322475329915,1.14251041282716e-08,5.19575104106738e-08,0.000105767874770836,2.0322475329915,0.000105767874770836,0.001
775,0,0.021,314310f26fb1f41d913752829625d192,1.99517724353312,0.817001826460216,0.0333569163121345,0.0435828580773183,9.92389936121427e-05,0.817001826460216,9.92389936121427e-05,0.1
776,0,0.017,c5b4ab338451c474c7285e520b0c55d4,2.59210372877823,1.28898545005166,0.00174056254226476,0.00325880221260011,9.7933217380404e-05,1.28898545005166,9.7933217380404e-05,0.01
777,0,0.398,aa17656c29287d0bf7125e0d9878ec1c,5.12647393842051,0.456456315622142,0.292431877653174,0.325804803985922,8.09581263678006e-05,0.456456315622142,8.09581263678006e-05,1
778,0,0.058,928a959a203c371f176b428931dfc19f,4.20226117016283,1.09614656205348,0.0172354818838869,0.0242582331997819,8.61812312947555e-05,1.09614656205348,8.61812312947555e-05,0.1
779,0,0.001,44508515f9870db4bc6052f3aae45af4,1.52175092533773,0.695537172450511,0.0659339955674521,0.0811853458935002,0.000103156322307359,0.695537172450511,0.000103156322307359,0.1
780,0,0.001,b203aa80fa7136c7e774eeded0d296f4,2.22356278400521,1.77992899575009,5.98966183872507e-06,1.8685823515381e-05,0.000103156322307359,1.77992899575009,0.000103156322307359,0.001
781,0,0.001,6913deb26a91e413f90645cd08f09c6a,1.30661308789642,0.0827403431507961,0.844865873547002,0.858169779899332,0.000103156322307359,0.0827403431507961,0.000103156322307359,1
782,0,0.007,bf078d705e47a91e75de8f0cf6d47d7f,3.41553151492985,2.09241737145916,1.70353548261557e-06,5.79729403471531e-06,9.7933217380404e-05,2.09241737145916,9.7933217380404e-05,0.001
783,0,0.001,6d837900aac24dccba473164acc8188f,1.30559611940009,0.0826105354984447,0.845102927407292,0.858169779899332,0.000103156322307359,0.0826105354984447,0.000103156322307359,1
